target_id	length	eff_length	est_counts	tpm
uc001yhz.3	34916	34767	0	0
uc001yib.3	34916	34767	0	0
uc001yic.3	34916	34767	0	0
uc001yie.3	34916	34767	0	0
uc010avz.2	34916	34767	0	0
uc010txb.2	34916	34767	0	0
uc010txc.2	34916	34767	0	0
uc010txd.2	34916	34767	0	0
uc010txe.2	34916	34767	0	0
uc010txf.2	34916	34767	0	0
uc010txg.2	34916	34767	0	0
uc010txh.2	34916	34767	0	0
uc021sbv.1	87	87	0	0
uc021sbx.1	30419	30270	0	0
uc001yid.2	29603	29454	0	0
uc021sbz.1	98	98	0	0
uc001yif.2	2963	2814	0	0
uc021sca.1	89	89	0	0
uc010txi.2	93	93	0	0
uc021scb.1	72	72	0	0
uc021scc.1	114	114	0	0
uc021scd.1	93	93	0	0
uc001yig.3	97	97	0	0
uc021sce.1	94	94	0	0
uc010txk.1	82	82	0	0
uc010txl.1	12199	12050	0	0
uc021scf.1	77	77	0	0
uc021scg.1	79	79	0	0
uc021sch.1	58	58	0	0
uc001yii.1	70	70	0	0
uc001yij.3	71	71	0	0
uc021sci.1	72	72	0	0
uc001yil.3	74	74	0	0
uc001yim.1	77	77	0	0
uc001yin.3	74	74	0	0
uc001yio.3	76	76	0	0
uc001yiq.3	71	71	0	0
uc001yir.3	71	71	0	0
uc001yis.3	77	77	0	0
uc001yit.3	74	74	0	0
uc001yiu.3	104	104	0	0
uc001yiv.3	69	69	0	0
uc021scj.1	73	73	0	0
uc001yiw.3	71	71	0	0
uc001yix.1	76	76	0	0
uc001yiy.1	71	71	0	0
uc001yiz.3	71	71	0	0
uc001yja.3	71	71	0	0
uc001yjb.3	74	74	0	0
uc001yjc.3	74	74	0	0
uc001yjd.3	73	73	0	0
uc001yje.3	74	74	0	0
uc001yjf.1	71	71	0	0
uc001yjg.3	69	69	0	0
uc001yjh.3	74	74	0	0
uc001yji.3	71	71	0	0
uc001yjj.3	74	74	0	0
uc021sck.1	78	78	0	0
uc001yjk.1	71	71	0	0
uc001yjl.3	71	71	0	0
uc001yjm.3	71	71	0	0
uc001yjn.3	71	71	0	0
uc001yjo.1	71	71	0	0
uc001yjp.1	71	71	0	0
uc001yjq.3	71	71	0	0
uc001yjr.3	69	69	0	0
uc001yjs.3	71	71	0	0
uc001yjt.1	69	69	0	0
uc001yju.3	71	71	0	0
uc001yjv.3	74	74	0	0
uc021scl.1	75	75	0	0
uc010awa.1	67	67	0	0
uc021scm.1	96	96	0	0
uc001yjx.1	63	63	0	0
uc021scn.1	80	80	0	0
uc010awb.1	61	61	0	0
uc021sco.1	88	88	0	0
uc001yjy.1	86	86	0	0
uc021scp.1	88	88	0	0
uc021scq.1	80	80	0	0
uc021scr.1	84	84	0	0
uc010txm.2	81	81	0	0
uc021scs.1	78	78	0	0
uc021sct.1	78	78	0	0
uc021scu.1	82	82	0	0
uc021scv.1	81	81	0	0
uc021scw.1	77	77	0	0
uc021scx.1	80	80	0	0
uc010txn.1	66	66	0	0
uc021scy.1	109	109	0	0
uc021scz.1	80	80	0	0
uc021sda.1	81	81	0	0
uc021sdb.1	100	100	0	0
uc010awc.1	68	68	0	0
uc021sdc.1	82	82	0	0
uc021sdd.1	85	85	0	0
uc021sde.1	85	85	0	0
uc010awd.3	75	75	0	0
uc021sdf.1	84	84	0	0
uc021sdg.1	78	78	0	0
uc021sdh.1	79	79	0	0
uc021sdi.1	91	91	0	0
uc021sdj.1	97	97	0	0
uc021sdk.1	80	80	0	0
uc010awe.3	76	76	0	0
uc010txo.1	73	73	0	0
uc021sdl.1	66	66	0	0
uc021sdm.1	73	73	0	0
uc021sdn.1	82	82	0	0
uc010awg.3	84	84	0	0
uc021sdo.1	81	81	0	0
uc021sdp.1	102	102	0	0
uc010awh.1	69	69	0	0
uc021sdq.1	84	84	0	0
uc021sdr.1	79	79	0	0
uc021sds.1	91	91	0	0
uc010txp.1	70	70	0	0
uc021sdt.1	80	80	0	0
uc021sdu.1	79	79	0	0
uc021sdv.1	78	78	0	0
uc001yjz.2	3026	2877	0	0
uc010awi.1	557	408	0	0
uc021sdx.1	2102	1953	20	94.4486
uc010awj.3	2089	1940	0	0
uc001ykj.4	74775	74626	26.0803	3.22322
uc001ykk.3	166194	166045	168.544	9.36173
uc010txr.2	166194	166045	168.544	9.36173
uc001ykl.1	1005	856	9.96308	107.346
uc010txs.1	73214	73065	0	0
uc010txt.2	96845	96696	0	0
uc001ykn.3	102823	102674	0	0
uc001yko.3	118189	118040	348.017	27.1919
uc001ykp.3	118189	118040	348.017	27.1919
uc001ykq.3	30465	30316	0	0
uc001ykr.1	2194	2045	0	0
uc001yks.2	86271	86122	59445.6	6366.1
uc001ykt.1	8699	8550	4346.37	4688.44
uc001ykz.3	70679	70530	0	0
uc001yla.3	70679	70530	0	0
uc001ylb.3	70679	70530	0	0
uc001ylf.3	70679	70530	0	0
uc010txu.2	70679	70530	0	0
uc001ylc.3	75153	75004	0	0
uc001yld.3	83822	83673	330.57	36.4372
uc001yle.3	83822	83673	330.57	36.4372
uc021sdy.1	2766	2617	8.32187	29.3282
uc021sdz.1	74	74	0	0
uc001ylo.3	25798	25649	0	0
uc031qqo.1	23877	23728	1.60428e-06	6.23571e-07
uc001ylp.3	23424	23275	123.362	48.883
uc010awk.2	23424	23275	123.362	48.883
uc001ylq.1	16383	16234	15.6066	8.86645
uc001ylr.3	17190	17041	0	0
uc001yls.3	11553	11404	0	0
uc001ylt.3	8242	8093	17.8563	20.3493
uc010txw.2	62310	62161	0	0
uc010awl.3	102709	102560	0	0
uc001ylw.2	139519	139370	822.558	54.4333
uc010txx.2	139519	139370	822.558	54.4333
uc021sed.1	83	83	0	0
uc001ymb.4	137918	137769	1344.52	90.0088
uc001ymc.2	134022	133873	543.654	37.4539
uc001ymd.2	134022	133873	543.654	37.4539
uc001yme.2	134022	133873	543.654	37.4539
uc010txy.2	134022	133873	543.654	37.4539
uc001ymf.1	2717	2568	27.2857	97.996
uc001ymg.4	8187	8038	0	0
uc001ymh.4	7921	7772	12	14.2402
uc001ymk.3	10414	10265	40	35.9392
uc001yml.1	3096	2947	71.9949	225.315
uc001ymm.1	11113	10964	849.023	714.198
uc010awo.1	11113	10964	849.023	714.198
uc010txz.1	10435	10286	928.591	832.618
uc010tya.1	3525	3376	1317.37	3598.92
uc021see.1	23	23	0	0
uc001ymq.4	11023	10874	1062.17	900.89
uc001ymr.4	11023	10874	1062.17	900.89
uc001ymt.4	10164	10015	0.547871	0.50454
uc001ymu.3	10076	9927	2235.12	2076.59
uc001ymv.1	126	126	0	0
uc001ymw.4	118466	118317	84.0853	6.55451
uc001ymx.4	118466	118317	84.0853	6.55451
uc001ymy.4	118466	118317	84.0853	6.55451
uc001ymz.4	118466	118317	84.0853	6.55451
uc001yna.4	118466	118317	84.0853	6.55451
uc010awp.3	118466	118317	84.0853	6.55451
uc021sef.1	542	393	138.428	3248.61
uc010tyb.2	38273	38124	857.891	207.54
uc010awq.3	28837	28688	0	0
uc001ynd.3	3962	3813	705.938	1707.53
uc001yng.3	7902	7753	688	818.439
uc010aws.3	7902	7753	688	818.439
uc010tyc.2	27938	27789	170.924	56.728
uc010tyd.1	123270	123121	93.3797	6.995
uc010tye.1	56129	55980	0	0
uc001ynm.1	57044	56895	63.3319	10.2664
uc001yno.3	72364	72215	714.772	91.2868
uc010tyf.2	72364	72215	714.772	91.2868
uc021seh.1	10543	10394	0.455076	0.403803
uc001ynp.1	18149	18000	0	0
uc001ynq.1	18149	18000	0	0
uc001ynr.1	18149	18000	0	0
uc010awu.1	18149	18000	0	0
uc001yns.3	25863	25714	1638.07	587.532
uc001ynw.1	3277	3128	0	0
uc001yoc.3	17925	17776	664.603	344.823
uc001yod.3	17925	17776	664.603	344.823
uc001yoe.3	2238	2089	1033.79	4564.19
uc001yoh.1	10329	10180	2	1.81197
uc001yom.4	124188	124039	990.873	73.6762
uc001yon.4	82127	81978	366.83	41.2701
uc031qqq.1	3250	3101	158.352	470.965
uc001yoo.2	21660	21511	0	0
uc001yoq.2	27024	26875	24	8.23627
uc001yor.2	27024	26875	24	8.23627
uc010tyg.2	110	110	0	0
uc001yos.4	42176	42027	3069	673.498
uc010tyh.1	9063	8914	0	0
uc001yow.1	10128	9979	0	0
uc010awy.1	2367	2218	0	0
uc001yoy.4	15203	15054	121.003	74.1334
uc001ypb.2	30005	29856	2158.79	666.878
uc001ypc.2	30005	29856	2158.79	666.878
uc010awz.1	12358	12209	1203.41	909.082
uc001ypd.3	23114	22965	2452	984.74
uc001ype.3	17420	17271	0	0
uc001ypf.3	17420	17271	0	0
uc010tyj.1	4353	4204	0.266608	0.584896
uc001ypg.1	6521	6372	272.217	394.01
uc001yph.3	6527	6378	1151.6	1665.27
uc001ypi.3	6527	6378	1151.6	1665.27
uc021sel.1	2232	2083	150.311	665.531
uc001ypp.3	4116	3967	411.052	955.658
uc021sem.1	1269	1120	21.948	180.736
uc001ypq.4	2518	2369	22	85.6496
uc001yps.3	31458	31309	2134.92	628.899
uc010axb.4	31458	31309	2134.92	628.899
uc001ypt.3	8727	8578	442.153	475.394
uc001ypu.1	8387	8238	0	0
uc010tyl.1	8387	8238	0	0
uc001ypy.1	9240	9091	95	96.3784
uc001ypz.1	9240	9091	95	96.3784
uc010tym.1	9240	9091	95	96.3784
uc010tyq.2	2552	2403	1008.62	3871.18
uc001yqs.2	97315	97166	269.656	25.5954
uc001yqt.3	83733	83584	891.028	98.3186
uc001yqu.3	83733	83584	891.028	98.3186
uc001yqw.3	15277	15128	101	61.5755
uc001yqx.3	50872	50723	59.0234	10.7322
uc001yqy.3	50872	50723	59.0234	10.7322
uc021seq.1	50872	50723	59.0234	10.7322
uc001yqz.1	22282	22133	633.359	263.923
uc001yra.1	22282	22133	633.359	263.923
uc001yrb.3	12451	12302	6080.21	4558.38
uc010tyr.2	7233	7084	1.28543	1.67354
uc031qqr.1	7233	7084	1.28543	1.67354
uc031qqs.1	7233	7084	1.28543	1.67354
uc001yrc.3	5987	5838	0	0
uc001yrd.2	5396	5247	142.087	249.753
uc031qqt.1	5396	5247	142.087	249.753
uc031qqu.1	5396	5247	142.087	249.753
uc031qqv.1	5396	5247	142.087	249.753
uc001yrf.2	4312	4163	0	0
uc001yrg.3	2925	2776	2851.8	9474.73
uc031qqw.1	22	22	0	0
uc001yri.4	1868	1719	2830	15183.7
uc001yrj.3	9394	9245	0	0
uc001yrk.3	9066	8917	184.028	190.341
uc001yrm.3	8000	7851	281.324	330.483
uc001yrn.3	8000	7851	281.324	330.483
uc001yro.3	8000	7851	281.324	330.483
uc010tys.2	7142	6993	0	0
uc001yrp.1	3587	3438	0	0
uc021ses.1	960	811	0.831088	9.45135
uc001yrr.3	2463	2314	0	0
uc001ysq.3	32551	32402	0	0
uc001ysr.3	32551	32402	0	0
uc001yss.3	13815	13666	0	0
uc001yst.3	14665	14516	0	0
uc021seu.1	698	549	0	0
uc001ysy.2	13075	12926	763.369	544.676
uc031qnr.1	3097	2948	0	0
uc001vvb.3	4041	3892	0	0
uc021rnc.1	40	40	0	0
uc001vvg.2	40	40	0	0
uc021rni.1	40	40	0	0
uc001vvo.1	10225	10076	0	0
uc001vvq.1	68973	68824	204.029	27.3413
uc001vvr.1	45125	44976	524.761	107.609
uc010ahe.1	45125	44976	524.761	107.609
uc001vvs.1	34237	34088	0	0
uc001vvu.3	1388	1239	0	0
uc001vvv.1	5842	5693	0	0
uc001vvw.2	34158	34009	0	0
uc001vvx.2	32	32	0	0
uc021rnk.1	40	40	0	0
uc001vvz.2	40	40	0	0
uc010tkr.2	32	32	0	0
uc021rnl.1	41	41	0	0
uc021rnm.1	28	28	0	0
uc010tks.2	32	32	0	0
uc021rnn.1	41	41	0	0
uc001vwb.3	36319	36170	64.5	16.4467
uc001vwc.3	36319	36170	64.5	16.4467
uc021rno.1	1429	1280	0	0
uc010tky.2	933	784	0	0
uc010tkz.2	915	766	0	0
uc001vwt.3	16853	16704	249.5	137.758
uc001vwu.3	16853	16704	249.5	137.758
uc001vwv.4	18006	17857	1094.33	565.208
uc001vwx.4	21643	21494	0	0
uc001vwy.4	21945	21796	36.8892	15.6096
uc001vwz.4	21945	21796	36.8892	15.6096
uc021rnp.2	21945	21796	36.8892	15.6096
uc010ahh.2	17828	17679	0	0
uc021rnq.1	148	148	0	0
uc010ahi.1	99	99	0	0
uc001vxa.1	341	192	24	1152.86
uc010ahj.1	7481	7332	31.9164	40.1475
uc010ahk.3	26101	25952	191.944	68.2136
uc001vxe.3	47754	47605	0.000314474	6.09257e-05
uc010tlf.1	45513	45364	90.6021	18.4202
uc010tlg.1	45513	45364	90.6021	18.4202
uc010tlh.1	10868	10719	112.935	97.1724
uc010tli.2	6832	6683	0	0
uc001vxf.3	8061	7912	1341	1563.18
uc001vxk.2	3626	3477	890	2360.77
uc001vxl.2	3626	3477	890	2360.77
uc001vxq.4	4839	4690	0	0
uc010aho.3	4839	4690	0	0
uc010ahp.3	4839	4690	0	0
uc010ahq.3	4839	4690	0	0
uc010ahr.3	4839	4690	0	0
uc010ahs.3	4839	4690	0	0
uc010aht.3	4839	4690	0	0
uc010ahu.3	4839	4690	0	0
uc021rnt.1	618	469	0	0
uc010ahv.3	4833	4684	0	0
uc010ahx.3	5096	4947	0	0
uc010ahw.3	5101	4952	0	0
uc001vxs.3	7366	7217	0	0
uc021rnu.1	600	451	0	0
uc001vxt.3	743	594	0	0
uc021rnv.1	72	72	0	0
uc021rnx.1	72	72	0	0
uc021rny.1	73	73	0	0
uc021roa.1	73	73	0	0
uc001vxv.1	996	847	0	0
uc021roc.1	94	94	0	0
uc021rod.1	94	94	0	0
uc021roe.1	94	94	0	0
uc021rof.1	94	94	0	0
uc021rog.1	82	82	0	0
uc001vyf.3	1044	895	0	0
uc001vyg.3	1522	1373	0	0
uc001vyh.3	1522	1373	0	0
uc001vyi.3	1522	1373	0	0
uc021rop.1	471	322	0	0
uc001vyt.3	6058	5909	177.465	276.992
uc001vyu.3	6559	6410	104.73	150.689
uc001vyv.3	8264	8115	50.5797	57.4852
uc001vyw.3	8277	8128	11.1976	12.706
uc001vyx.3	8343	8194	0.00550266	0.00619361
uc001vyy.3	8343	8194	0.00550266	0.00619361
uc001vyz.3	8343	8194	0.00550266	0.00619361
uc001vza.3	8343	8194	0.00550266	0.00619361
uc001vzb.3	8343	8194	0.00550266	0.00619361
uc001vzc.3	8742	8593	0	0
uc001vzd.3	9014	8865	0	0
uc001vze.3	9014	8865	0	0
uc001vzf.3	9014	8865	0	0
uc001vzg.3	9014	8865	0	0
uc010aig.3	9014	8865	0	0
uc010tll.2	54110	53961	0	0
uc001vzj.3	1966	1817	0	0
uc021rot.1	471	322	0	0
uc001vzr.2	8604	8455	1783.06	1945
uc001vzs.2	8969	8820	0	0
uc010aik.1	14659	14510	20.4944	13.0267
uc010tlp.2	1089	940	0	0
uc001vzu.2	5425	5276	8.22334	14.3751
uc021rov.1	6822	6673	4.77666	6.60194
uc001vzw.3	60343	60194	28.7529	4.40551
uc001vzx.3	60343	60194	28.7529	4.40551
uc001vzy.3	60343	60194	28.7529	4.40551
uc001vzz.3	60343	60194	28.7529	4.40551
uc001waa.3	60343	60194	28.7529	4.40551
uc001wac.3	60343	60194	28.7529	4.40551
uc001wad.3	60343	60194	28.7529	4.40551
uc010ail.3	60343	60194	28.7529	4.40551
uc010tlq.2	60343	60194	28.7529	4.40551
uc010tlr.2	19606	19457	12.3536	5.85578
uc001wae.3	58712	58563	0	0
uc001wao.2	32795	32646	3361.06	949.542
uc001waq.2	1286	1137	42.9405	348.317
uc001war.2	46515	46366	5128.31	1020.1
uc001was.2	52105	51956	1291.93	229.335
uc001wat.1	103	103	0	0
uc001wau.1	109	109	0	0
uc001wav.1	9710	9561	682.764	658.621
uc021row.1	300	151	0	0
uc010tls.2	17654	17505	0	0
uc001wax.3	17954	17805	85.021	44.0405
uc010ain.4	17954	17805	85.021	44.0405
uc010tlt.2	17954	17805	85.021	44.0405
uc001wbb.3	5691	5542	924.736	1538.93
uc001wbc.3	13176	13027	0.0915321	0.0648033
uc010tlw.1	10403	10254	468.16	421.084
uc010tlx.2	10164	10015	0	0
uc021rox.1	9626	9477	0.0588644	0.0572862
uc021roy.1	29	29	0	0
uc010tly.2	5131	4982	0	0
uc001wbe.3	16106	15957	0	0
uc001wbf.3	4890	4741	0	0
uc010tlz.1	4890	4741	0	0
uc001wbg.1	15865	15716	0	0
uc010tma.1	15865	15716	0	0
uc010tmb.2	942	793	0	0
uc010tmc.2	933	784	0	0
uc001wds.1	102866	102717	0	0
uc001wdt.1	15199	15050	1.69654	1.03967
uc001web.1	624	475	0	0
uc001wgl.2	24337	24188	1820	693.968
uc001wgr.4	42187	42038	22.0104	4.82897
uc001wgs.4	42676	42527	0.000408549	8.86027e-05
uc001wgt.4	43245	43096	0	0
uc001wgu.4	46589	46440	0	0
uc001wgv.4	46589	46440	0	0
uc001whg.3	18543	18394	682.714	342.318
uc001whh.3	18543	18394	682.714	342.318
uc001whi.3	18543	18394	682.714	342.318
uc001whj.3	18543	18394	682.714	342.318
uc010tne.2	18543	18394	682.714	342.318
uc001whk.1	16431	16282	0	0
uc001whl.1	8929	8780	845.5	888.151
uc001whm.1	8929	8780	845.5	888.151
uc001whn.1	8929	8780	845.5	888.151
uc010tnf.1	8929	8780	845.5	888.151
uc010tng.1	8929	8780	845.5	888.151
uc010tnh.1	8929	8780	845.5	888.151
uc001who.3	8949	8800	559.604	586.497
uc001wht.3	10915	10766	51.2661	43.9181
uc001whu.3	10915	10766	51.2661	43.9181
uc001whv.3	10915	10766	51.2661	43.9181
uc001whw.3	10915	10766	51.2661	43.9181
uc001whq.3	10921	10772	30.3316	25.9697
uc021rqu.1	80	80	0	0
uc001why.3	6023	5874	1064.11	1670.78
uc001whz.3	11439	11290	662.891	541.522
uc001wib.2	13233	13084	487.228	343.447
uc001wic.2	14137	13988	0	0
uc001wia.4	23251	23102	20.7544	8.2857
uc001wie.3	23251	23102	20.7544	8.2857
uc001wif.3	23251	23102	20.7544	8.2857
uc001wig.3	23251	23102	20.7544	8.2857
uc001wih.3	23251	23102	20.7544	8.2857
uc001wii.3	9295	9146	2864.11	2888.19
uc001wij.3	9295	9146	2864.11	2888.19
uc010tni.2	9370	9221	738.777	738.93
uc001wil.3	10478	10329	1762.5	1573.76
uc010akf.3	10478	10329	1762.5	1573.76
uc001win.3	5185	5036	0	0
uc001wio.4	11053	10904	3449.67	2917.83
uc001wip.4	12974	12825	0	0
uc001wiq.4	13006	12857	0	0
uc001wir.4	13006	12857	0	0
uc001wis.4	22245	22096	3035.91	1267.19
uc001wit.4	37050	36901	217.896	54.4602
uc010akg.3	37050	36901	217.896	54.4602
uc010tnj.2	37050	36901	217.896	54.4602
uc010aki.1	4547	4398	0	0
uc001wiv.2	2306	2157	2	8.5516
uc001wiw.3	4849	4700	356.991	700.53
uc001wix.4	29156	29007	0	0
uc010tnk.3	29156	29007	0	0
uc001wiy.4	30164	30015	56.4403	17.3428
uc010tnl.3	30164	30015	56.4403	17.3428
uc001wiz.4	58366	58217	2.06429	0.32703
uc010akj.4	58366	58217	2.06429	0.32703
uc021rqw.1	106	106	0	0
uc001wja.2	12466	12317	550.653	412.326
uc001wjb.2	25904	25755	15.8863	5.68891
uc031qns.1	6928	6779	40.8212	55.5378
uc001wjc.2	5163	5014	61.8899	113.842
uc001wjl.3	6134	5985	0	0
uc010akk.3	6134	5985	0	0
uc001wjm.3	6554	6405	0	0
uc001wjn.3	6554	6405	0	0
uc010akl.1	3950	3801	0	0
uc001wjo.4	9234	9085	0	0
uc001wjp.4	9234	9085	0	0
uc010tnm.3	9234	9085	0	0
uc001wjv.3	26288	26139	0	0
uc010tnn.2	71	71	0	0
uc010akp.2	8566	8417	0	0
uc001wjx.3	22924	22775	0	0
uc021rqy.1	77	77	0	0
uc010akq.3	5948	5799	29.7309	47.2849
uc010tno.2	30795	30646	24.9264	7.50159
uc001wke.3	2328	2179	0	0
uc001wkk.3	7947	7798	1120.5	1325.24
uc001wkl.2	8503	8354	0	0
uc001wkn.2	8503	8354	0	0
uc001wkp.1	3365	3216	431.147	1236.45
uc010tnp.1	4679	4530	202.08	411.427
uc010aks.3	2532	2383	239.435	926.682
uc010akt.3	3088	2939	0	0
uc010tnq.1	2396	2247	0.840146	3.44841
uc010tnr.1	4967	4818	0	0
uc001wkq.2	10766	10617	0	0
uc001wkr.2	10766	10617	0	0
uc001wks.2	3850	3701	0	0
uc031qny.1	11690	11541	0	0
uc001wky.3	15453	15304	96.0726	57.8979
uc001wkz.3	15453	15304	96.0726	57.8979
uc010akx.1	16359	16210	0	0
uc021rrk.1	1840	1691	5.20993	28.4156
uc001wlo.3	4517	4368	7.24664	15.3011
uc001wlp.3	15024	14875	5.67567	3.51907
uc001wlq.3	34908	34759	6.97723	1.85133
uc001wmi.3	2624	2475	600	2235.86
uc001wmj.3	3282	3133	247	727.117
uc001wmt.1	4545	4396	1414.92	2968.53
uc001wmu.2	8651	8502	50.9039	55.2202
uc001wmv.1	9590	9441	47.3592	46.2652
uc001wmw.1	9590	9441	47.3592	46.2652
uc001wmx.1	9590	9441	47.3592	46.2652
uc001wmy.1	9590	9441	47.3592	46.2652
uc010tnz.1	9590	9441	47.3592	46.2652
uc001wmz.2	10435	10286	5560.66	4985.95
uc001wnb.1	6958	6809	23.9051	32.3798
uc010toa.1	6958	6809	23.9051	32.3798
uc010tob.1	25433	25284	339.326	123.777
uc001wnc.3	5639	5490	3869.79	6501.05
uc001wni.3	4571	4422	286.545	597.644
uc010toc.2	4571	4422	286.545	597.644
uc001wnj.4	6490	6341	277.563	403.712
uc001wnk.2	3332	3183	0	0
uc001wnl.2	2662	2513	0	0
uc001wnm.2	2662	2513	0	0
uc021rrl.1	2662	2513	0	0
uc021rrm.1	18962	18813	0	0
uc001wnn.2	15520	15371	1787	1072.24
uc001wno.2	15520	15371	1787	1072.24
uc001wnp.2	5766	5617	0	0
uc010alm.3	2350	2201	434.293	1819.83
uc001woa.4	3030	2881	43.4268	139.022
uc001wob.4	3030	2881	43.4268	139.022
uc001woc.4	3030	2881	43.4268	139.022
uc010tof.2	3030	2881	43.4268	139.022
uc001wod.3	14097	13948	226.845	149.998
uc010tog.2	14097	13948	226.845	149.998
uc021rrn.1	1277	1128	107.309	877.396
uc001wof.4	6090	5941	596.406	925.871
uc001wog.4	6090	5941	596.406	925.871
uc010aln.2	4059	3910	591.213	1394.55
uc001woj.2	8863	8714	0	0
uc001wok.3	9236	9087	1166.35	1183.8
uc001won.3	2796	2647	1125.74	3922.39
uc001woo.3	6184	6035	404.988	618.918
uc001wop.3	6184	6035	404.988	618.918
uc001wow.3	16723	16574	0	0
uc001wox.3	16723	16574	0	0
uc001woy.3	16723	16574	0	0
uc010toh.2	16723	16574	0	0
uc001woz.4	2819	2670	0	0
uc001wpa.3	3045	2896	0	0
uc001wpb.3	4016	3867	0	0
uc010alq.3	4016	3867	0	0
uc010toi.2	4016	3867	0	0
uc010toj.1	1991	1842	0	0
uc001wpg.4	2992	2843	49	158.96
uc001wpi.3	2687	2538	262.514	953.958
uc001wpm.3	3036	2887	297.798	951.356
uc001wpp.1	2760	2611	0	0
uc010alx.1	2760	2611	0	0
uc001wpq.3	2743	2594	0	0
uc001wpr.2	3241	3092	0	0
uc010aly.2	3241	3092	0	0
uc010alz.2	3241	3092	0	0
uc031qoe.1	3241	3092	0	0
uc001wps.2	3272	3123	0	0
uc010ama.2	3272	3123	0	0
uc010amb.2	3272	3123	0	0
uc001wpt.3	7378	7229	0.904426	1.15389
uc001wpu.3	237790	237641	2.78655e-06	1.08147e-07
uc001wpv.3	237866	237717	2.06183e-06	7.99944e-08
uc001wpw.3	237866	237717	2.06183e-06	7.99944e-08
uc001wpx.1	234304	234155	3.09572	0.121934
uc021rrr.1	84	84	0	0
uc001wpy.3	151872	151723	0	0
uc001wpz.3	151872	151723	0	0
uc001wqa.3	151872	151723	0	0
uc001wqb.3	127637	127488	0	0
uc010amc.2	351220	351071	20.4818	0.538074
uc001wqg.1	2294	2145	0	0
uc021rrv.1	278492	278343	0	0
uc001wqh.3	351213	351064	0	0
uc001wqi.3	344	195	0	0
uc001wqj.1	964	815	0	0
uc001wqs.3	13630	13481	0	0
uc001wqu.2	132603	132454	257.838	17.9535
uc001wqv.2	132603	132454	257.838	17.9535
uc010tpj.1	132603	132454	257.838	17.9535
uc021rrx.1	97	97	0	0
uc001wra.1	23553	23404	0	0
uc001wrb.1	29190	29041	1875.26	595.549
uc001wrc.1	107366	107217	2101.22	180.749
uc001wrd.1	55369	55220	807.411	134.855
uc001wre.3	4635	4486	114.115	234.613
uc010ami.3	95588	95439	1063.22	102.746
uc001wrf.4	128795	128646	2130.73	152.757
uc001wrg.1	63811	63662	0	0
uc010tpk.1	123163	123014	0	0
uc001wrh.3	20315	20166	0	0
uc001wrj.3	11438	11289	245.069	200.217
uc021rsa.1	5002	4853	0	0
uc021rsc.1	71	71	0	0
uc010amk.3	1281	1132	41	334.045
uc001wry.3	26612	26463	0	0
uc001wsa.4	26864	26715	556	191.95
uc001wsc.3	29325	29176	2419.94	764.973
uc001wsd.1	23809	23660	431	168.008
uc001wse.1	68698	68549	169.654	22.826
uc001wsf.1	68749	68600	555.68	74.7082
uc010tpm.1	68749	68600	555.68	74.7082
uc010amm.1	62307	62158	0	0
uc001wsg.3	3436	3287	674.454	1892.43
uc010tpn.1	4174	4025	0	0
uc001wsh.3	4442	4293	24.1819	51.9514
uc001wsi.3	4442	4293	24.1819	51.9514
uc001wsj.3	4442	4293	24.1819	51.9514
uc001wsk.3	122917	122768	788.533	59.2383
uc001wsl.3	122917	122768	788.533	59.2383
uc001wsm.1	74709	74560	0	0
uc001wss.3	36842	36693	0.000884763	0.000222388
uc001wst.3	36842	36693	0.000884763	0.000222388
uc001wsu.3	37002	36853	51.2149	12.8171
uc010tpr.2	37002	36853	51.2149	12.8171
uc010amn.1	23439	23290	0	0
uc001wsw.3	14646	14497	0	0
uc001wsx.1	14335	14186	9.50261	6.17804
uc001wtf.4	3245	3096	1965	5853.68
uc010amp.3	134671	134522	125.938	8.63437
uc001wti.3	270875	270726	89.3325	3.04332
uc001wtj.3	270875	270726	89.3325	3.04332
uc010tpv.2	270875	270726	89.3325	3.04332
uc010tpw.1	260117	259968	0	0
uc001wtk.1	84778	84629	51.384	5.59985
uc031qoh.1	40942	40793	0	0
uc001wtm.2	22119	21970	44.5	18.6809
uc001wtn.2	22119	21970	44.5	18.6809
uc001wto.2	22119	21970	44.5	18.6809
uc010tpy.1	22119	21970	44.5	18.6809
uc001wtq.3	40497	40348	0	0
uc001wtr.3	40497	40348	0	0
uc001wts.3	46324	46175	0	0
uc001wtt.3	3300	3151	51.2789	150.092
uc001wtu.3	3827	3678	3.33898	8.37279
uc001wtv.3	3827	3678	3.33898	8.37279
uc001wtx.3	2571	2422	14	53.3116
uc001wtz.2	494740	494591	21.5623	0.402083
uc021rsf.1	494740	494591	21.5623	0.402083
uc021rsg.1	83	83	0	0
uc010tpz.3	4711	4562	382.662	773.62
uc001wuf.4	5569	5420	385.338	655.708
uc001wuk.2	6065	5916	0	0
uc001wum.2	2371	2222	0	0
uc010amw.2	89866	89717	3.31974	0.341269
uc021rsj.1	167544	167395	0	0
uc001wun.3	198933	198784	0	0
uc001wuo.3	198933	198784	0	0
uc001wup.1	71315	71166	276.757	35.8669
uc010tqa.1	71315	71166	276.757	35.8669
uc010tqb.1	71315	71166	276.757	35.8669
uc010tqc.1	36515	36366	192.73	48.8789
uc001wut.1	22620	22471	59	24.2157
uc001wuu.1	22620	22471	59	24.2157
uc001wuv.1	22620	22471	59	24.2157
uc010tqd.1	22620	22471	59	24.2157
